id,volumen,expresión,dominio_fuente,dominio_meta,metáfora,volumen_norm,expresion_norm,dominio_fuente_norm,dominio_meta_norm,metafora_norm,expresion_len
CAAM_54_3,Colombia adentro: Amazonía,apoyar la colonización campesina por medio de crédito supervisado y garantizar los servicios sociales básicos,UN CAMINO,EL APOYO A LA COLONIZACIÓN CAMPESINA EN EL AMAZONAS,EL APOYO A LA COLONIZACIÓN CAMPESINA EN EL AMAZONAS ES UN CAMINO,colombia adentro: amazonía,apoyar la colonización campesina por medio de crédito supervisado y garantizar los servicios sociales básicos,un camino,el apoyo a la colonización campesina en el amazonas,el apoyo a la colonización campesina en el amazonas es un camino,109
CAAM_62_11,Colombia adentro: Amazonía,"esos reclamos tuvieron poco eco y la cadena impuesta a la población indígena, los continuó manteniendo cautivos en los intereses ajenos y sumó nuevos
eslabones en los que seguían pesando una colonización cultural y territorial",UN ECO,EL APOYO A LOS RECLAMOS,EL APOYO A LOS RECLAMOS ES UN ECO,colombia adentro: amazonía,"esos reclamos tuvieron poco eco y la cadena impuesta a la población indígena, los continuó manteniendo cautivos en los intereses ajenos y sumó nuevos eslabones en los que seguían pesando una colonización cultural y territorial",un eco,el apoyo a los reclamos,el apoyo a los reclamos es un eco,226
CAAM_59_12,Colombia adentro: Amazonía,[object Object],UN ECO,EL APOYO A LOS SEÑALAMIENTOS,EL APOYO A LOS SEÑALAMIENTOS ES UN ECO,colombia adentro: amazonía,[object object],un eco,el apoyo a los señalamientos,el apoyo a los señalamientos es un eco,15
CAAM_42_18,Colombia adentro: Amazonía,"Salvia lechosa, que mana como goterones de sangre cuando la corteza es cortada.",UN CUERPO,EL ÁRBOL DE CAUCHO,EL ÁRBOL DE CAUCHO ES UN CUERPO,colombia adentro: amazonía,"salvia lechosa, que mana como goterones de sangre cuando la corteza es cortada.",un cuerpo,el árbol de caucho,el árbol de caucho es un cuerpo,79
CAAM_43_12,Colombia adentro: Amazonía,"[Los indígenas] fueron sometidos a estos trabajos forzados a fin de conseguir las
lágrimas del árbol que llora.",UNA PERSONA,EL ÁRBOL DE CAUCHO,EL ÁRBOL DE CAUCHO ES UNA PERSONA,colombia adentro: amazonía,[los indígenas] fueron sometidos a estos trabajos forzados a fin de conseguir las lágrimas del árbol que llora.,una persona,el árbol de caucho,el árbol de caucho es una persona,111
CAAM_59_10,Colombia adentro: Amazonía,"El argumento de Texaco para respaldar ese modo de actuar, en el que evitaba el acceso a los colonos al territorio",UN RESPALDO,EL ARGUMENTO DE TEXACO,EL ARGUMENTO DE TEXACO ES UN RESPALDO,colombia adentro: amazonía,"el argumento de texaco para respaldar ese modo de actuar, en el que evitaba el acceso a los colonos al territorio",un respaldo,el argumento de texaco,el argumento de texaco es un respaldo,113
MCVE_f_282_3,Mi cuerpo es la verdad,"mujeres que están sanando el tejido social
mediante el canto, la pintura o el bordado,",UNA MEDICINA,EL ARTE,EL ARTE ES UNA MEDICINA,mi cuerpo es la verdad,"mujeres que están sanando el tejido social mediante el canto, la pintura o el bordado,",una medicina,el arte,el arte es una medicina,86
CAAM_88_10,Colombia adentro: Amazonía,actuaron como escuadrones de la muerte y cometieron asesinatos sistemáticos,UNA OBRA DE TEATRO,EL ASESINATO,EL ASESINATO ES UNA OBRA DE TEATRO,colombia adentro: amazonía,actuaron como escuadrones de la muerte y cometieron asesinatos sistemáticos,una obra de teatro,el asesinato,el asesinato es una obra de teatro,75
CAAM_52_8,Colombia adentro: Amazonía,"produjeron una guerra civil no declarada, que estalló con toda su intensidad con el asesinato del candidato presidencial Jorge Eliécer Gaitán, en 1948.",UN DETONADOR,EL ASESINATO DE JORGE ELIECER GAITÁN,EL ASESINATO DE JORGE ELIECER GAITÁN ES UN DETONADOR,colombia adentro: amazonía,"produjeron una guerra civil no declarada, que estalló con toda su intensidad con el asesinato del candidato presidencial jorge eliécer gaitán, en 1948.",un detonador,el asesinato de jorge eliecer gaitán,el asesinato de jorge eliecer gaitán es un detonador,151
CAAM_67_25,Colombia adentro: Amazonía,[object Object],UN DESTINO,EL ASESINATO DE MANIFESTANTES,EL ASESINATO DE MANIFESTANTES ES UN DESTINO,colombia adentro: amazonía,[object object],un destino,el asesinato de manifestantes,el asesinato de manifestantes es un destino,15
CAAM_40_18,Colombia adentro: Amazonía,[object Object],EL LUGAR QUE ESTÁ AL FINAL DEL CAMINO,EL ASUMIR LA AMAZONÍA COMO UN TERRITORIO NACIONAL,EL ASUMIR LA AMAZONÍA COMO UN TERRITORIO NACIONAL ES EL LUGAR QUE ESTÁ AL FINAL DEL CAMINO,colombia adentro: amazonía,[object object],el lugar que está al final del camino,el asumir la amazonía como un territorio nacional,el asumir la amazonía como un territorio nacional es el lugar que está al final del camino,15
CAAM_47_10,Colombia adentro: Amazonía,disminuido el auge de la industria cauchera,UN SER VIVO,EL AUGE DE LA INDUSTRIA CAUCHERA,EL AUGE DE LA INDUSTRIA CAUCHERA ES UN SER VIVO,colombia adentro: amazonía,disminuido el auge de la industria cauchera,un ser vivo,el auge de la industria cauchera,el auge de la industria cauchera es un ser vivo,43
CAAM_57_22,Colombia adentro: Amazonía,La población aumentó a un ritmo acelerado y se concentró especialmente en las zonas urbanas.,UN VEHÍCULO,EL AUMENTO DE LA POBLACIÓN,EL AUMENTO DE LA POBLACIÓN ES UN VEHÍCULO,colombia adentro: amazonía,la población aumentó a un ritmo acelerado y se concentró especialmente en las zonas urbanas.,un vehículo,el aumento de la población,el aumento de la población es un vehículo,92
CAAM_47_20,Colombia adentro: Amazonía,Todos estos nuevos eslabones [el aumento de la presencia militar] de la cadena tuvieron consecuencias indelebles en el territorio,UN ESLABÓN,EL AUMENTO DE LA PRESENCIA MILITAR EN LA AMAZONÍA,EL AUMENTO DE LA PRESENCIA MILITAR EN LA AMAZONÍA ES UN ESLABÓN,colombia adentro: amazonía,todos estos nuevos eslabones [el aumento de la presencia militar] de la cadena tuvieron consecuencias indelebles en el territorio,un eslabón,el aumento de la presencia militar en la amazonía,el aumento de la presencia militar en la amazonía es un eslabón,129
CAAM_64_6,Colombia adentro: Amazonía,"no alcanzó a ser lo suficientemente profunda ni redistributiva, a pesar de que hubo algunos avances importantes como los sucedidos en la presidencia de Carlos Lleras Restrepo",UN CAMINO,EL BIENESTAR AGRARIO,EL BIENESTAR AGRARIO ES UN CAMINO,colombia adentro: amazonía,"no alcanzó a ser lo suficientemente profunda ni redistributiva, a pesar de que hubo algunos avances importantes como los sucedidos en la presidencia de carlos lleras restrepo",un camino,el bienestar agrario,el bienestar agrario es un camino,174
MCVE_m_54_5,Mi cuerpo es la verdad,"La estigmatización de los territorios llamados «zonas rojas» sembró, en el discurso del Ejército Nacional, el binomio amigos y enemigos, señalando y criminalizando a la población como «colaboradores de las guerrillas» o tildándolas a ellas como «mujeres de la guerrilla».",PLANTAS,EL BINOMIO AMIGOS Y ENEMIGOS,EL BINOMIO AMIGOS Y ENEMIGOS SON PLANTAS,mi cuerpo es la verdad,"la estigmatización de los territorios llamados «zonas rojas» sembró, en el discurso del ejército nacional, el binomio amigos y enemigos, señalando y criminalizando a la población como «colaboradores de las guerrillas» o tildándolas a ellas como «mujeres de la guerrilla».",plantas,el binomio amigos y enemigos,el binomio amigos y enemigos son plantas,271
HALL_308,Hallazgos y Recomendaciones,"De esta forma, se ha provocado una parálisis de las organizaciones, líderes o vidas personales y familiares que se identifican con quienes resultaron víctimas directas, extendiéndose muchas veces el bloqueo de la solidaridad a través del miedo.",UN OBJETO MALEABLE,EL BLOQUEO DE LA SOLIDARIDAD,EL BLOQUEO DE LA SOLIDARIDAD ES UN OBJETO MALEABLE,hallazgos y recomendaciones,"de esta forma, se ha provocado una parálisis de las organizaciones, líderes o vidas personales y familiares que se identifican con quienes resultaron víctimas directas, extendiéndose muchas veces el bloqueo de la solidaridad a través del miedo.",un objeto maleable,el bloqueo de la solidaridad,el bloqueo de la solidaridad es un objeto maleable,244
MCVE_f_282_6,Mi cuerpo es la verdad,"mujeres que están sanando el tejido social
mediante el canto, la pintura o el bordado,",UN HILO,EL BORDADO,EL BORDADO ES UN HILO,mi cuerpo es la verdad,"mujeres que están sanando el tejido social mediante el canto, la pintura o el bordado,",un hilo,el bordado,el bordado es un hilo,86
CAAM_72_23,Colombia adentro: Amazonía,los cultivos con fines ilícitos fracturaron su importancia cultural y cambiaron su significado a través de la incorporación a las dinámicas de producción y comercialización asociadas al narcotráfico,UN DESTINO,EL CAMBIO DE USO DE LA HOJA DE COCA,EL CAMBIO DE USO DE LA HOJA DE COCA ES UN DESTINO,colombia adentro: amazonía,los cultivos con fines ilícitos fracturaron su importancia cultural y cambiaron su significado a través de la incorporación a las dinámicas de producción y comercialización asociadas al narcotráfico,un destino,el cambio de uso de la hoja de coca,el cambio de uso de la hoja de coca es un destino,198
CAAM_73_24,Colombia adentro: Amazonía,"transformaciones económicas, sociales y culturales producidas por el desplome de las políticas de apoyo al campesinado",UN EDIFICIO,EL CAMPESINADO,EL CAMPESINADO ES UN EDIFICIO,colombia adentro: amazonía,"transformaciones económicas, sociales y culturales producidas por el desplome de las políticas de apoyo al campesinado",un edificio,el campesinado,el campesinado es un edificio,118
CAAM_65_19,Colombia adentro: Amazonía,"En Caquetá, el campesinado se vinculó definitivamente a los procesos de la ANUC",UN OBJETO,EL CAMPESINADO,EL CAMPESINADO ES UN OBJETO,colombia adentro: amazonía,"en caquetá, el campesinado se vinculó definitivamente a los procesos de la anuc",un objeto,el campesinado,el campesinado es un objeto,79
CAAM_68_21,Colombia adentro: Amazonía,"contra el campesinado, que fue objeto de sospecha y abusos al considerarlo auxiliador y simpatizante de las guerrillas.",UN OBJETO,EL CAMPESINADO,EL CAMPESINADO ES UN OBJETO,colombia adentro: amazonía,"contra el campesinado, que fue objeto de sospecha y abusos al considerarlo auxiliador y simpatizante de las guerrillas.",un objeto,el campesinado,el campesinado es un objeto,119
MCVE_m_100_2,Mi cuerpo es la verdad,La histórica rotulación del campesinado sumapaceño viene de tiempo atrás...,UN OBJETO BLANDO,EL CAMPESINADO,EL CAMPESINADO ES UN OBJETO BLANDO,mi cuerpo es la verdad,la histórica rotulación del campesinado sumapaceño viene de tiempo atrás...,un objeto blando,el campesinado,el campesinado es un objeto blando,75
MCVE_m_100_1,Mi cuerpo es la verdad,La histórica rotulación del campesinado sumapaceño viene de tiempo atrás...,UNA SUPERFICIE SOBRE LA QUE SE PUEDE ESCRIBIR,EL CAMPESINADO,EL CAMPESINADO ES UNA SUPERFICIE SOBRE LA QUE SE PUEDE ESCRIBIR,mi cuerpo es la verdad,la histórica rotulación del campesinado sumapaceño viene de tiempo atrás...,una superficie sobre la que se puede escribir,el campesinado,el campesinado es una superficie sobre la que se puede escribir,75
CAAM_66_17,Colombia adentro: Amazonía,varias estrategias que buscaron modificar de manera indirecta «al campo,UN OBJETO MALEABLE,EL CAMPO,EL CAMPO ES UN OBJETO MALEABLE,colombia adentro: amazonía,varias estrategias que buscaron modificar de manera indirecta «al campo,un objeto maleable,el campo,el campo es un objeto maleable,71
CAAM_76_37,Colombia adentro: Amazonía,el campo deje de ser el escenario tradicional de lucha en Colombia y en el que las fuerzas armadas sean enfrentadas con un criterio de guerra INTEGRAL,UN ESCENARIO,EL CAMPO COLOMBIANO,EL CAMPO COLOBIANO ES UN ESCENARIO,colombia adentro: amazonía,el campo deje de ser el escenario tradicional de lucha en colombia y en el que las fuerzas armadas sean enfrentadas con un criterio de guerra integral,un escenario,el campo colombiano,el campo colobiano es un escenario,150
MCVE_f_282_4,Mi cuerpo es la verdad,"mujeres que están sanando el tejido social
mediante el canto, la pintura o el bordado,",UN HILO,EL CANTO,EL CANTO ES UN HILO,mi cuerpo es la verdad,"mujeres que están sanando el tejido social mediante el canto, la pintura o el bordado,",un hilo,el canto,el canto es un hilo,86
CAAM_52_14,Colombia adentro: Amazonía,"la sumió en un caos tan feroz que la historia registraría ese periodo con un nombre que, quizá por la crudeza misma de los hechos, no admitía eufemismos: la Violencia.",UN ANIMAL FEROZ,EL CAOS,EL CAOS ES UN ANIMAL FEROZ,colombia adentro: amazonía,"la sumió en un caos tan feroz que la historia registraría ese periodo con un nombre que, quizá por la crudeza misma de los hechos, no admitía eufemismos: la violencia.",un animal feroz,el caos,el caos es un animal feroz,167
CAAM_52_12,Colombia adentro: Amazonía,"la sumió en un caos tan feroz que la historia registraría ese periodo con un nombre que, quizá por la crudeza misma de los hechos, no admitía eufemismos: la Violencia.",UN LÍQUIDO,EL CAOS,EL CAOS ES UN LÍQUIDO,colombia adentro: amazonía,"la sumió en un caos tan feroz que la historia registraría ese periodo con un nombre que, quizá por la crudeza misma de los hechos, no admitía eufemismos: la violencia.",un líquido,el caos,el caos es un líquido,167
TERR_INTRO_150,Colombia adentro: Ensayo introductorio,"El liberalismo y sus ideales seculares se vieron entonces como equivalentes al caos y la desmoralización de la sociedad, capaces de socavar las bases de la civilización cristiana occidental.",MÁQUINAS QUE SOCAVAN,EL CAOS Y LA DESMORALIZACIÓN,EL CAOS Y LA DESMORALIZACIÓN SON MÁQUINAS QUE SOCAVAN,colombia adentro: ensayo introductorio,"el liberalismo y sus ideales seculares se vieron entonces como equivalentes al caos y la desmoralización de la sociedad, capaces de socavar las bases de la civilización cristiana occidental.",máquinas que socavan,el caos y la desmoralización,el caos y la desmoralización son máquinas que socavan,190
CAAM_88_6,Colombia adentro: Amazonía,con el objetivo de arrasar con el creciente capital político de la UP en estos departamentos,UN SER VIVO,EL CAPITAL POLÍTICO,EL CAPITAL POLÍTICO ES UN SER VIVO,colombia adentro: amazonía,con el objetivo de arrasar con el creciente capital político de la up en estos departamentos,un ser vivo,el capital político,el capital político es un ser vivo,92
CAAM_88_5,Colombia adentro: Amazonía,con el objetivo de arrasar con el creciente capital político de la UP en estos departamentos,UNA CONSTRUCCIÓN,EL CAPITAL POLÍTICO,EL CAPITAL POLÍTICO ES UNA CONSTRUCCIÓN,colombia adentro: amazonía,con el objetivo de arrasar con el creciente capital político de la up en estos departamentos,una construcción,el capital político,el capital político es una construcción,92
CAAM_82_4,Colombia adentro: Amazonía,"A la sazón, el cartel de Medellín, a la cabeza de Pablo Escobar junto con Gonzalo Rodríguez Gacha, alias el Mexicano, habían convertido a la Amazonía en su centro de operaciones",UN CUERPO,EL CARTEL DE MEDELLÍN,EL CARTEL DE MEDELLÍN ES UN CUERPO,colombia adentro: amazonía,"a la sazón, el cartel de medellín, a la cabeza de pablo escobar junto con gonzalo rodríguez gacha, alias el mexicano, habían convertido a la amazonía en su centro de operaciones",un cuerpo,el cartel de medellín,el cartel de medellín es un cuerpo,177
CAAM_81_8,Colombia adentro: Amazonía,en el extremo suroriental de la bota Caucana y en las vegas del río Putumayo,UNA PERSONA,EL CAUCA,EL CAUCA ES UNA PERSONA,colombia adentro: amazonía,en el extremo suroriental de la bota caucana y en las vegas del río putumayo,una persona,el cauca,el cauca es una persona,76
CAAM_59_14,Colombia adentro: Amazonía,"Ese señalamiento a su vez encontró eco por parte de algunos sectores del mismo Gobierno, como lo recoge un informe del Centro Nacional de Memoria Histórica",UN RECOLECTOR,EL CENTRO NACIONAL DE MEMORIA HISTÓRICA,EL CENTRO NACIONAL DE MEMORIA HISTÓRICA ES UN RECOLECTOR,colombia adentro: amazonía,"ese señalamiento a su vez encontró eco por parte de algunos sectores del mismo gobierno, como lo recoge un informe del centro nacional de memoria histórica",un recolector,el centro nacional de memoria histórica,el centro nacional de memoria histórica es un recolector,155
